Month,Percentage,City,State,Percentage of Potentially Available Beds Needed,Percentage of Potentially Available ICU Beds Needed
18,0.4,Boulder,CO,1.02 ,1.49 
18,0.4,Bradenton,FL,0.87 ,1.53 
18,0.4,Bridgeport,CT,1.13 ,2.11 
18,0.4,Bronx,NY,0.81 ,2.07 
18,0.4,Bryan,TX,0.91 ,1.73 
18,0.4,Buffalo,NY,0.67 ,2.08 
18,0.4,Burlington,VT,0.82 ,2.25 
18,0.4,Camden,NJ,0.92 ,1.78 
18,0.4,Canton,OH,0.85 ,1.31 
18,0.4,Cape Girardeau,MO,0.59 ,1.31 
18,0.4,Casper,WY,0.55 ,2.35 
18,0.4,Cedar Rapids,IA,0.74 ,2.82 
18,0.4,Charleston,SC,0.84 ,1.69 
18,0.4,Charleston,WV,0.64 ,1.39 
18,0.4,Charlotte,NC,1.15 ,1.52 
18,0.4,Charlottesville,VA,0.99 ,1.99 
18,0.4,Chattanooga,TN,0.80 ,1.48 
18,0.4,Chicago,IL,0.66 ,1.25 
18,0.4,Chico,CA,1.28 ,2.59 
18,0.4,Cincinnati,OH,0.88 ,1.34 
18,0.4,Clearwater,FL,0.72 ,1.84 
18,0.4,Cleveland,OH,0.60 ,1.08 
18,0.4,Colorado Springs,CO,1.31 ,2.43 
18,0.4,Columbia,MO,0.73 ,1.60 
18,0.4,Columbia,SC,0.87 ,1.39 
18,0.4,Columbus,GA,0.61 ,1.98 
18,0.4,Columbus,OH,0.94 ,2.03 
18,0.4,Contra Costa County,CA,1.27 ,2.31 
18,0.4,Corpus Christi,TX,1.07 ,1.68 
18,0.4,Covington,KY,1.06 ,1.89 
18,0.4,Dallas,TX,0.98 ,1.68 
18,0.4,Danville,PA,0.81 ,1.86 
18,0.4,Davenport,IA,0.60 ,1.50 
18,0.4,Dayton,OH,1.07 ,1.71 
18,0.4,Dearborn,MI,0.73 ,1.06 
18,0.4,Denver,CO,1.08 ,1.53 
18,0.4,Des Moines,IA,0.80 ,2.71 
18,0.4,Detroit,MI,0.87 ,1.53 
18,0.4,Dothan,AL,0.58 ,1.65 
18,0.4,Dubuque,IA,0.62 ,3.92 
18,0.4,Duluth,MN,0.55 ,0.77 
18,0.4,Durham,NC,0.71 ,0.84 
18,0.4,East Long Island,NY,1.24 ,2.56 
18,0.4,El Paso,TX,1.06 ,1.98 
18,0.4,Elgin,IL,1.27 ,2.22 
18,0.4,Elmira,NY,0.67 ,1.91 
18,0.4,Elyria,OH,1.10 ,1.90 
18,0.4,Erie,PA,0.79 ,1.67 
18,0.4,Eugene,OR,1.37 ,2.43 
18,0.4,Evanston,IL,0.97 ,1.23 
18,0.4,Evansville,IN,0.60 ,0.87 
18,0.4,Everett,WA,1.55 ,3.84 
18,0.4,Fargo/Moorhead MN,ND,0.60 ,1.50 
18,0.4,Flint,MI,0.85 ,1.55 
18,0.4,Florence,SC,0.61 ,0.76 
18,0.4,Fort Collins,CO,0.98 ,4.95 
18,0.4,Fort Lauderdale,FL,0.89 ,1.66 
18,0.4,Fort Myers,FL,0.99 ,2.66 
18,0.4,Fort Smith,AR,0.73 ,1.59 
18,0.4,Fort Wayne,IN,0.68 ,0.99 
18,0.4,Fort Worth,TX,1.12 ,1.93 
18,0.4,Fresno,CA,1.32 ,2.45 
18,0.4,Gainesville,FL,0.74 ,0.94 
18,0.4,Gary,IN,0.69 ,1.13 
18,0.4,Grand Forks,ND,0.36 ,2.13 
18,0.4,Grand Junction,CO,0.97 ,1.98 
18,0.4,Grand Rapids,MI,0.99 ,2.24 
18,0.4,Great Falls,MT,0.32 ,1.18 
18,0.4,Greeley,CO,0.90 ,2.11 
18,0.4,Green Bay,WI,0.99 ,2.09 
18,0.4,Greensboro,NC,1.16 ,2.18 
18,0.4,Greenville,NC,0.95 ,1.18 
18,0.4,Greenville,SC,0.90 ,1.83 
18,0.4,Gulfport,MS,0.64 ,1.02 
18,0.4,Hackensack,NJ,0.78 ,2.98 
18,0.4,Harlingen,TX,0.90 ,1.96 
18,0.4,Harrisburg,PA,0.90 ,2.43 
18,0.4,Hartford,CT,1.21 ,2.16 
18,0.4,Hattiesburg,MS,0.42 ,1.65 
18,0.4,Hickory,NC,0.98 ,2.04 
18,0.4,Hinsdale,IL,0.96 ,1.14 
18,0.4,Honolulu,HI,1.19 ,3.03 
18,0.4,Houma,LA,0.67 ,1.63 
18,0.4,Houston,TX,0.98 ,1.60 
18,0.4,Hudson,FL,0.89 ,1.51 
18,0.4,Huntington,WV,0.52 ,0.99 
18,0.4,Huntsville,AL,0.77 ,1.29 
18,0.4,Idaho Falls,ID,0.80 ,1.88 
18,0.4,Indianapolis,IN,0.75 ,1.17 
18,0.4,Iowa City,IA,0.52 ,1.02 
18,0.4,Jackson,MS,0.45 ,1.12 
18,0.4,Jackson,TN,0.63 ,1.20 
18,0.4,Jacksonville,FL,0.74 ,1.30 
18,0.4,Johnson City,TN,0.67 ,1.42 
18,0.4,Johnstown,PA,0.55 ,2.03 
18,0.4,Joliet,IL,0.91 ,1.96 
18,0.4,Jonesboro,AR,0.49 ,1.48 
18,0.4,Joplin,MO,0.67 ,1.18 
18,0.4,Kalamazoo,MI,0.88 ,2.55 
18,0.4,Kansas City,MO,0.75 ,1.40 
18,0.4,Kettering,OH,0.92 ,1.49 
18,0.4,Kingsport,TN,0.65 ,1.19 
18,0.4,Knoxville,TN,0.93 ,2.40 
18,0.4,La Crosse,WI,1.09 ,1.84 
18,0.4,Lafayette,IN,1.10 ,3.13 
18,0.4,Lafayette,LA,0.71 ,1.34 
18,0.4,Lake Charles,LA,0.60 ,1.31 
18,0.4,Lakeland,FL,0.82 ,1.60 
18,0.4,Lancaster,PA,1.25 ,3.04 
18,0.4,Lansing,MI,0.98 ,1.23 
18,0.4,Las Vegas,NV,1.17 ,1.43 
18,0.4,Lawton,OK,0.51 ,1.09 
18,0.4,Lebanon,NH,0.93 ,1.64 
18,0.4,Lexington,KY,0.61 ,1.24 
18,0.4,Lincoln,NE,0.55 ,2.41 
18,0.4,Little Rock,AR,0.63 ,1.39 
18,0.4,Longview,TX,1.83 ,1.94 
18,0.4,Los Angeles,CA,1.08 ,1.77 
18,0.4,Louisville,KY,0.86 ,1.62 
18,0.4,Lubbock,TX,0.72 ,1.09 
18,0.4,Lynchburg,VA,0.54 ,2.38 
18,0.4,Macon,GA,0.65 ,1.49 
18,0.4,Madison,WI,0.98 ,1.77 
18,0.4,Manchester,NH,1.19 ,2.96 
18,0.4,Manhattan,NY,0.84 ,1.56 
18,0.4,Marquette,MI,0.68 ,2.03 
18,0.4,Marshfield,WI,1.11 ,2.37 
18,0.4,Mason City,IA,0.53 ,3.50 
18,0.4,McAllen,TX,0.62 ,0.76 
18,0.4,Medford,OR,1.08 ,3.02 
18,0.4,Melrose Park,IL,0.92 ,1.68 
18,0.4,Memphis,TN,0.69 ,1.54 
18,0.4,Meridian,MS,0.35 ,1.55 
18,0.4,Mesa,AZ,1.50 ,2.20 
18,0.4,Metairie,LA,1.06 ,1.86 
18,0.4,Miami,FL,0.82 ,1.69 
18,0.4,Milwaukee,WI,1.00 ,1.41 
18,0.4,Minneapolis,MN,0.99 ,2.34 
18,0.4,Minot,ND,0.31 ,3.07 
18,0.4,Missoula,MT,0.80 ,2.17 
18,0.4,Mobile,AL,0.86 ,1.35 
18,0.4,Modesto,CA,1.26 ,3.22 
18,0.4,Monroe,LA,0.46 ,1.16 
18,0.4,Montgomery,AL,0.77 ,1.46 
18,0.4,Morgantown,WV,0.59 ,1.34 
18,0.4,Morristown,NJ,1.18 ,3.08 
18,0.4,Muncie,IN,0.93 ,2.32 
18,0.4,Munster,IN,0.41 ,1.26 
18,0.4,Muskegon,MI,1.02 ,1.71 
18,0.4,Napa,CA,1.33 ,1.61 
18,0.4,Nashville,TN,0.76 ,1.22 
18,0.4,Neenah,WI,0.99 ,2.17 
18,0.4,New Brunswick,NJ,1.09 ,1.92 
18,0.4,New Haven,CT,1.25 ,2.30 
18,0.4,New Orleans,LA,0.59 ,1.08 
18,0.4,Newark,NJ,0.94 ,1.56 
18,0.4,Newport News,VA,1.41 ,1.85 
18,0.4,Norfolk,VA,1.10 ,2.18 
18,0.4,Ocala,FL,1.50 ,2.14 
18,0.4,Odessa,TX,0.65 ,1.51 
18,0.4,Ogden,UT,1.12 ,1.74 
18,0.4,Oklahoma City,OK,0.67 ,1.43 
18,0.4,Olympia,WA,1.61 ,2.37 
18,0.4,Omaha,NE,0.64 ,1.24 
18,0.4,Orange County,CA,1.19 ,2.07 
18,0.4,Orlando,FL,0.87 ,1.46 
18,0.4,Ormond Beach,FL,1.06 ,1.35 
18,0.4,Owensboro,KY,0.73 ,1.80 
18,0.4,Oxford,MS,0.36 ,2.05 
18,0.4,Paducah,KY,0.47 ,1.37 
18,0.4,Palm Springs/Rancho Mira,CA,0.85 ,2.89 
18,0.4,Paterson,NJ,0.67 ,2.52 
18,0.4,Pensacola,FL,0.84 ,1.57 
18,0.4,Peoria,IL,0.73 ,1.66 
18,0.4,Petoskey,MI,0.82 ,1.33 
18,0.4,Philadelphia,PA,0.84 ,1.43 
18,0.4,Phoenix,AZ,1.05 ,1.57 
18,0.4,Pittsburgh,PA,0.79 ,1.26 
18,0.4,Pontiac,MI,1.11 ,2.03 
18,0.4,Portland,ME,0.99 ,2.32 
18,0.4,Portland,OR,1.25 ,1.83 
18,0.4,Providence,RI,1.22 ,2.05 
18,0.4,Provo,UT,1.15 ,1.82 
18,0.4,Pueblo,CO,0.60 ,3.29 
18,0.4,Raleigh,NC,1.27 ,2.36 
18,0.4,Rapid City,SD,0.52 ,2.09 
18,0.4,Reading,PA,0.90 ,2.48 
18,0.4,Redding,CA,0.95 ,1.35 
18,0.4,Reno,NV,0.87 ,0.90 
18,0.4,Richmond,VA,0.85 ,1.79 
18,0.4,Ridgewood,NJ,1.13 ,2.24 
18,0.4,Roanoke,VA,0.75 ,1.19 
18,0.4,Rochester,MN,0.48 ,0.78 
18,0.4,Rochester,NY,0.82 ,2.17 
18,0.4,Rockford,IL,1.05 ,1.50 
18,0.4,Rome,GA,0.84 ,1.96 
18,0.4,Royal Oak,MI,0.56 ,1.05 
18,0.4,Sacramento,CA,1.32 ,1.93 
18,0.4,Saginaw,MI,0.54 ,1.49 
18,0.4,Salem,OR,1.45 ,2.70 
18,0.4,Salinas,CA,1.06 ,2.15 
18,0.4,Salisbury,MD,1.78 ,3.63 
18,0.4,Salt Lake City,UT,0.96 ,1.46 
18,0.4,San Angelo,TX,0.51 ,1.92 
18,0.4,San Antonio,TX,0.90 ,1.73 
18,0.4,San Bernardino,CA,1.10 ,1.96 
18,0.4,San Diego,CA,1.32 ,1.96 
18,0.4,San Francisco,CA,0.93 ,1.53 
18,0.4,San Jose,CA,1.50 ,2.25 
18,0.4,San Luis Obispo,CA,1.32 ,1.95 
18,0.4,San Mateo County,CA,1.20 ,1.82 
18,0.4,Santa Barbara,CA,1.18 ,2.36 
18,0.4,Santa Cruz,CA,1.56 ,6.29 
18,0.4,Santa Rosa,CA,0.94 ,2.33 
18,0.4,Sarasota,FL,0.78 ,1.52 
18,0.4,Savannah,GA,0.94 ,2.52 
18,0.4,Sayre,PA,0.70 ,1.40 
18,0.4,Scranton,PA,0.85 ,2.19 
18,0.4,Seattle,WA,1.43 ,2.15 
18,0.4,Shreveport,LA,0.55 ,1.07 
18,0.4,Sioux City,IA,0.56 ,1.90 
18,0.4,Sioux Falls,SD,0.39 ,3.12 
18,0.4,Slidell,LA,0.63 ,0.58 
18,0.4,South Bend,IN,1.08 ,1.94 
18,0.4,Spartanburg,SC,1.01 ,1.26 
18,0.4,Spokane,WA,0.83 ,1.96 
18,0.4,Springdale,AR,0.89 ,1.62 
18,0.4,Springfield,IL,0.65 ,1.76 
18,0.4,Springfield,MA,1.05 ,1.77 
18,0.4,Springfield,MO,0.88 ,1.92 
18,0.4,St. Cloud,MN,0.65 ,2.55 
18,0.4,St. Joseph,MI,0.65 ,3.21 
18,0.4,St. Louis,MO,0.67 ,1.21 
18,0.4,St. Paul,MN,1.41 ,2.82 
18,0.4,St. Petersburg,FL,0.65 ,1.71 
18,0.4,Stockton,CA,1.34 ,2.17 
18,0.4,Sun City,AZ,0.79 ,1.16 
18,0.4,Syracuse,NY,0.75 ,2.04 
18,0.4,Tacoma,WA,1.31 ,1.90 
18,0.4,Takoma Park,MD,1.91 ,2.99 
18,0.4,Tallahassee,FL,0.85 ,2.11 
18,0.4,Tampa,FL,0.80 ,1.33 
18,0.4,Temple,TX,1.06 ,1.43 
18,0.4,Terre Haute,IN,0.76 ,1.10 
18,0.4,Texarkana,AR,0.70 ,1.04 
18,0.4,Toledo,OH,0.74 ,0.95 
18,0.4,Topeka,KS,0.67 ,1.73 
18,0.4,Traverse City,MI,0.68 ,4.71 
18,0.4,Tucson,AZ,0.93 ,1.60 
18,0.4,Tulsa,OK,0.65 ,1.30 
18,0.4,Tupelo,MS,0.46 ,1.46 
18,0.4,Tuscaloosa,AL,0.57 ,0.91 
18,0.4,Tyler,TX,0.86 ,1.00 
18,0.4,Urbana,IL,0.86 ,1.83 
18,0.4,Ventura,CA,1.77 ,2.02 
18,0.4,Victoria,TX,0.46 ,1.44 
18,0.4,Waco,TX,0.98 ,2.48 
18,0.4,Washington,DC,1.18 ,2.04 
18,0.4,Waterloo,IA,0.61 ,2.39 
18,0.4,Wausau,WI,1.00 ,1.05 
18,0.4,White Plains,NY,0.91 ,1.85 
18,0.4,Wichita Falls,TX,0.69 ,3.81 
18,0.4,Wichita,KS,0.51 ,1.17 
18,0.4,Wilkes-Barre,PA,0.80 ,1.29 
18,0.4,Wilmington,DE,0.94 ,1.66 
18,0.4,Wilmington,NC,1.13 ,2.91 
18,0.4,Winchester,VA,0.91 ,2.62 
18,0.4,Winston-Salem,NC,0.89 ,1.34 
18,0.4,Worcester,MA,1.21 ,2.39 
18,0.4,Yakima,WA,1.40 ,1.89 
18,0.4,York,PA,1.11 ,3.19 
18,0.4,Youngstown,OH,0.88 ,1.82 
18,0.6,Akron,OH,1.59 ,2.31 
18,0.6,Alameda County,CA,2.09 ,3.44 
18,0.6,Albany,GA,0.92 ,2.14 
18,0.6,Albany,NY,1.27 ,2.86 
18,0.6,Albuquerque,NM,1.82 ,2.94 
18,0.6,Alexandria,LA,0.92 ,4.23 
18,0.6,Allentown,PA,1.16 ,2.41 
18,0.6,Altoona,PA,1.65 ,3.27 
18,0.6,Amarillo,TX,0.94 ,1.41 
18,0.6,Anchorage,AK,1.38 ,3.27 
18,0.6,Ann Arbor,MI,1.55 ,2.45 
18,0.6,Appleton,WI,2.08 ,2.80 
18,0.6,Arlington,VA,2.47 ,3.39 
18,0.6,Asheville,NC,1.48 ,2.25 
18,0.6,Atlanta,GA,1.67 ,2.76 
18,0.6,Augusta,GA,0.97 ,1.40 
18,0.6,Aurora,IL,1.60 ,3.40 
18,0.6,Austin,TX,2.14 ,3.03 
18,0.6,Bakersfield,CA,1.44 ,3.36 
18,0.6,Baltimore,MD,1.24 ,2.04 
18,0.6,Bangor,ME,1.19 ,3.06 
18,0.6,Baton Rouge,LA,0.99 ,2.32 
18,0.6,Beaumont,TX,1.46 ,2.65 
18,0.6,Bend,OR,1.78 ,4.33 
18,0.6,Billings,MT,0.77 ,2.66 
18,0.6,Binghamton,NY,1.16 ,4.97 
18,0.6,Birmingham,AL,0.96 ,1.58 
18,0.6,Bismarck,ND,0.72 ,1.76 
18,0.6,Bloomington,IL,1.45 ,3.96 
18,0.6,Blue Island,IL,1.39 ,1.85 
18,0.6,Boise,ID,1.45 ,2.91 
18,0.6,Boston,MA,1.71 ,2.95 
18,0.6,Boulder,CO,1.53 ,2.25 
18,0.6,Bradenton,FL,1.31 ,2.29 
18,0.6,Bridgeport,CT,1.70 ,3.17 
18,0.6,Bronx,NY,1.21 ,3.10 
18,0.6,Bryan,TX,1.37 ,2.61 
18,0.6,Buffalo,NY,1.01 ,3.11 
18,0.6,Burlington,VT,1.22 ,3.37 
18,0.6,Camden,NJ,1.38 ,2.67 
18,0.6,Canton,OH,1.28 ,1.96 
18,0.6,Cape Girardeau,MO,0.89 ,1.97 
18,0.6,Casper,WY,0.83 ,3.50 
18,0.6,Cedar Rapids,IA,1.10 ,4.21 
18,0.6,Charleston,SC,1.26 ,2.54 
18,0.6,Charleston,WV,0.95 ,2.09 
18,0.6,Charlotte,NC,1.72 ,2.28 
18,0.6,Charlottesville,VA,1.49 ,2.99 
18,0.6,Chattanooga,TN,1.21 ,2.22 
18,0.6,Chicago,IL,1.00 ,1.87 
18,0.6,Chico,CA,1.92 ,3.92 
18,0.6,Cincinnati,OH,1.31 ,2.01 
18,0.6,Clearwater,FL,1.08 ,2.76 
18,0.6,Cleveland,OH,0.89 ,1.62 
18,0.6,Colorado Springs,CO,1.96 ,3.66 
18,0.6,Columbia,MO,1.10 ,2.40 
18,0.6,Columbia,SC,1.30 ,2.08 
18,0.6,Columbus,GA,0.92 ,2.98 
18,0.6,Columbus,OH,1.41 ,3.05 
18,0.6,Contra Costa County,CA,1.91 ,3.46 
18,0.6,Corpus Christi,TX,1.60 ,2.51 
18,0.6,Covington,KY,1.59 ,2.85 
18,0.6,Dallas,TX,1.46 ,2.51 
18,0.6,Danville,PA,1.21 ,2.79 
18,0.6,Davenport,IA,0.90 ,2.25 
18,0.6,Dayton,OH,1.61 ,2.57 
18,0.6,Dearborn,MI,1.10 ,1.58 
18,0.6,Denver,CO,1.62 ,2.30 
18,0.6,Des Moines,IA,1.20 ,4.07 
18,0.6,Detroit,MI,1.31 ,2.29 
18,0.6,Dothan,AL,0.87 ,2.46 
18,0.6,Dubuque,IA,0.93 ,5.85 
18,0.6,Duluth,MN,0.83 ,1.15 
18,0.6,Durham,NC,1.07 ,1.26 
18,0.6,East Long Island,NY,1.86 ,3.84 
18,0.6,El Paso,TX,1.59 ,2.97 
18,0.6,Elgin,IL,1.91 ,3.34 
18,0.6,Elmira,NY,1.01 ,2.85 
18,0.6,Elyria,OH,1.65 ,2.86 
18,0.6,Erie,PA,1.19 ,2.51 
18,0.6,Eugene,OR,2.06 ,3.63 
18,0.6,Evanston,IL,1.46 ,1.84 
18,0.6,Evansville,IN,0.91 ,1.30 
18,0.6,Everett,WA,2.32 ,5.76 
18,0.6,Fargo/Moorhead MN,ND,0.91 ,2.25 
18,0.6,Flint,MI,1.28 ,2.32 
18,0.6,Florence,SC,0.91 ,1.15 
18,0.6,Fort Collins,CO,1.48 ,7.41 
18,0.6,Fort Lauderdale,FL,1.33 ,2.49 
18,0.6,Fort Myers,FL,1.49 ,4.00 
18,0.6,Fort Smith,AR,1.09 ,2.39 
18,0.6,Fort Wayne,IN,1.02 ,1.49 
18,0.6,Fort Worth,TX,1.68 ,2.89 
18,0.6,Fresno,CA,1.98 ,3.68 
18,0.6,Gainesville,FL,1.10 ,1.42 
18,0.6,Gary,IN,1.03 ,1.69 
18,0.6,Grand Forks,ND,0.53 ,3.17 
18,0.6,Grand Junction,CO,1.46 ,2.98 
18,0.6,Grand Rapids,MI,1.49 ,3.36 
18,0.6,Great Falls,MT,0.48 ,1.77 
18,0.6,Greeley,CO,1.34 ,3.17 
18,0.6,Green Bay,WI,1.49 ,3.14 
18,0.6,Greensboro,NC,1.74 ,3.26 
18,0.6,Greenville,NC,1.42 ,1.76 
18,0.6,Greenville,SC,1.35 ,2.74 
18,0.6,Gulfport,MS,0.96 ,1.53 
18,0.6,Hackensack,NJ,1.17 ,4.47 
18,0.6,Harlingen,TX,1.35 ,2.95 
18,0.6,Harrisburg,PA,1.36 ,3.65 
18,0.6,Hartford,CT,1.81 ,3.23 
18,0.6,Hattiesburg,MS,0.64 ,2.46 
18,0.6,Hickory,NC,1.48 ,3.07 
18,0.6,Hinsdale,IL,1.44 ,1.71 
18,0.6,Honolulu,HI,1.79 ,4.55 
18,0.6,Houma,LA,1.01 ,2.43 
18,0.6,Houston,TX,1.46 ,2.41 
18,0.6,Hudson,FL,1.33 ,2.27 
18,0.6,Huntington,WV,0.79 ,1.48 
18,0.6,Huntsville,AL,1.16 ,1.93 
18,0.6,Idaho Falls,ID,1.20 ,2.85 
18,0.6,Indianapolis,IN,1.13 ,1.75 
18,0.6,Iowa City,IA,0.78 ,1.54 
18,0.6,Jackson,MS,0.67 ,1.67 
18,0.6,Jackson,TN,0.95 ,1.80 
18,0.6,Jacksonville,FL,1.11 ,1.95 
18,0.6,Johnson City,TN,1.00 ,2.14 
18,0.6,Johnstown,PA,0.82 ,3.06 
18,0.6,Joliet,IL,1.37 ,2.94 
18,0.6,Jonesboro,AR,0.74 ,2.20 
18,0.6,Joplin,MO,1.01 ,1.76 
18,0.6,Kalamazoo,MI,1.32 ,3.84 
18,0.6,Kansas City,MO,1.13 ,2.09 
18,0.6,Kettering,OH,1.38 ,2.22 
18,0.6,Kingsport,TN,0.97 ,1.78 
18,0.6,Knoxville,TN,1.39 ,3.60 
18,0.6,La Crosse,WI,1.64 ,2.74 
18,0.6,Lafayette,IN,1.64 ,4.71 
18,0.6,Lafayette,LA,1.07 ,2.01 
18,0.6,Lake Charles,LA,0.91 ,1.97 
18,0.6,Lakeland,FL,1.23 ,2.40 
18,0.6,Lancaster,PA,1.87 ,4.57 
18,0.6,Lansing,MI,1.46 ,1.84 
18,0.6,Las Vegas,NV,1.76 ,2.15 
18,0.6,Lawton,OK,0.77 ,1.65 
18,0.6,Lebanon,NH,1.40 ,2.46 
18,0.6,Lexington,KY,0.91 ,1.86 
18,0.6,Lincoln,NE,0.82 ,3.61 
18,0.6,Little Rock,AR,0.95 ,2.08 
18,0.6,Longview,TX,2.74 ,2.91 
18,0.6,Los Angeles,CA,1.62 ,2.65 
18,0.6,Louisville,KY,1.29 ,2.42 
18,0.6,Lubbock,TX,1.07 ,1.63 
18,0.6,Lynchburg,VA,0.81 ,3.57 
18,0.6,Macon,GA,0.98 ,2.23 
18,0.6,Madison,WI,1.47 ,2.65 
18,0.6,Manchester,NH,1.78 ,4.43 
18,0.6,Manhattan,NY,1.26 ,2.34 
18,0.6,Marquette,MI,1.01 ,3.06 
18,0.6,Marshfield,WI,1.66 ,3.55 
18,0.6,Mason City,IA,0.80 ,5.25 
18,0.6,McAllen,TX,0.93 ,1.13 
18,0.6,Medford,OR,1.62 ,4.53 
18,0.6,Melrose Park,IL,1.38 ,2.52 
18,0.6,Memphis,TN,1.04 ,2.31 
18,0.6,Meridian,MS,0.52 ,2.34 
18,0.6,Mesa,AZ,2.25 ,3.30 
18,0.6,Metairie,LA,1.59 ,2.78 
18,0.6,Miami,FL,1.23 ,2.54 
18,0.6,Milwaukee,WI,1.51 ,2.11 
18,0.6,Minneapolis,MN,1.48 ,3.51 
18,0.6,Minot,ND,0.47 ,4.57 
18,0.6,Missoula,MT,1.20 ,3.25 
18,0.6,Mobile,AL,1.29 ,2.02 
18,0.6,Modesto,CA,1.89 ,4.83 
18,0.6,Monroe,LA,0.69 ,1.75 
18,0.6,Montgomery,AL,1.16 ,2.19 
18,0.6,Morgantown,WV,0.88 ,2.02 
18,0.6,Morristown,NJ,1.77 ,4.62 
18,0.6,Muncie,IN,1.40 ,3.50 
18,0.6,Munster,IN,0.61 ,1.89 
18,0.6,Muskegon,MI,1.53 ,2.57 
18,0.6,Napa,CA,2.00 ,2.39 
18,0.6,Nashville,TN,1.14 ,1.84 
18,0.6,Neenah,WI,1.48 ,3.26 
18,0.6,New Brunswick,NJ,1.64 ,2.87 
18,0.6,New Haven,CT,1.88 ,3.46 
18,0.6,New Orleans,LA,0.89 ,1.62 
18,0.6,Newark,NJ,1.41 ,2.33 
18,0.6,Newport News,VA,2.11 ,2.77 
18,0.6,Norfolk,VA,1.65 ,3.26 
18,0.6,Ocala,FL,2.26 ,3.21 
18,0.6,Odessa,TX,0.97 ,2.27 
18,0.6,Ogden,UT,1.69 ,2.61 
18,0.6,Oklahoma City,OK,1.01 ,2.15 
18,0.6,Olympia,WA,2.41 ,3.57 
18,0.6,Omaha,NE,0.95 ,1.86 
18,0.6,Orange County,CA,1.78 ,3.10 
18,0.6,Orlando,FL,1.30 ,2.19 
18,0.6,Ormond Beach,FL,1.58 ,2.04 
18,0.6,Owensboro,KY,1.10 ,2.68 
18,0.6,Oxford,MS,0.54 ,3.09 
18,0.6,Paducah,KY,0.71 ,2.05 
18,0.6,Palm Springs/Rancho Mira,CA,1.27 ,4.35 
18,0.6,Paterson,NJ,1.00 ,3.79 
18,0.6,Pensacola,FL,1.26 ,2.36 
18,0.6,Peoria,IL,1.09 ,2.48 
18,0.6,Petoskey,MI,1.22 ,1.98 
18,0.6,Philadelphia,PA,1.26 ,2.15 
18,0.6,Phoenix,AZ,1.57 ,2.35 
18,0.6,Pittsburgh,PA,1.18 ,1.89 
18,0.6,Pontiac,MI,1.66 ,3.04 
18,0.6,Portland,ME,1.49 ,3.49 
18,0.6,Portland,OR,1.87 ,2.74 
18,0.6,Providence,RI,1.83 ,3.07 
18,0.6,Provo,UT,1.73 ,2.72 
18,0.6,Pueblo,CO,0.90 ,4.94 
18,0.6,Raleigh,NC,1.91 ,3.55 
18,0.6,Rapid City,SD,0.78 ,3.15 
18,0.6,Reading,PA,1.36 ,3.72 
18,0.6,Redding,CA,1.43 ,2.02 
18,0.6,Reno,NV,1.30 ,1.35 
18,0.6,Richmond,VA,1.28 ,2.69 
18,0.6,Ridgewood,NJ,1.69 ,3.36 
18,0.6,Roanoke,VA,1.13 ,1.79 
18,0.6,Rochester,MN,0.73 ,1.17 
18,0.6,Rochester,NY,1.23 ,3.26 
18,0.6,Rockford,IL,1.57 ,2.24 
18,0.6,Rome,GA,1.26 ,2.91 
18,0.6,Royal Oak,MI,0.84 ,1.57 
18,0.6,Sacramento,CA,1.98 ,2.89 
18,0.6,Saginaw,MI,0.81 ,2.24 
18,0.6,Salem,OR,2.17 ,4.05 
18,0.6,Salinas,CA,1.58 ,3.20 
18,0.6,Salisbury,MD,2.67 ,5.44 
18,0.6,Salt Lake City,UT,1.43 ,2.18 
18,0.6,San Angelo,TX,0.76 ,2.88 
18,0.6,San Antonio,TX,1.35 ,2.60 
18,0.6,San Bernardino,CA,1.64 ,2.93 
18,0.6,San Diego,CA,1.98 ,2.94 
18,0.6,San Francisco,CA,1.40 ,2.30 
18,0.6,San Jose,CA,2.25 ,3.38 
18,0.6,San Luis Obispo,CA,1.99 ,2.91 
18,0.6,San Mateo County,CA,1.81 ,2.72 
18,0.6,Santa Barbara,CA,1.77 ,3.54 
18,0.6,Santa Cruz,CA,2.34 ,9.36 
18,0.6,Santa Rosa,CA,1.40 ,3.51 
18,0.6,Sarasota,FL,1.17 ,2.28 
18,0.6,Savannah,GA,1.42 ,3.79 
18,0.6,Sayre,PA,1.05 ,2.09 
18,0.6,Scranton,PA,1.28 ,3.27 
18,0.6,Seattle,WA,2.15 ,3.23 
18,0.6,Shreveport,LA,0.82 ,1.59 
18,0.6,Sioux City,IA,0.84 ,2.85 
18,0.6,Sioux Falls,SD,0.58 ,4.68 
18,0.6,Slidell,LA,0.94 ,0.87 
18,0.6,South Bend,IN,1.61 ,2.92 
18,0.6,Spartanburg,SC,1.52 ,1.89 
18,0.6,Spokane,WA,1.25 ,2.93 
18,0.6,Springdale,AR,1.34 ,2.42 
18,0.6,Springfield,IL,0.98 ,2.64 
18,0.6,Springfield,MA,1.57 ,2.65 
18,0.6,Springfield,MO,1.32 ,2.87 
18,0.6,St. Cloud,MN,0.98 ,3.81 
18,0.6,St. Joseph,MI,0.97 ,4.79 
18,0.6,St. Louis,MO,1.00 ,1.82 
18,0.6,St. Paul,MN,2.11 ,4.23 
18,0.6,St. Petersburg,FL,0.97 ,2.56 
18,0.6,Stockton,CA,2.00 ,3.26 
18,0.6,Sun City,AZ,1.19 ,1.73 
