State,City,Month,Percentage,Hospital Bed Needed,ICU Bed Needed
IN,Fort Wayne,6,0.6,5454,1180
TX,Fort Worth,6,0.6,14465,3049
CA,Fresno,6,0.6,7535,1590
FL,Gainesville,6,0.6,3895,845
IN,Gary,6,0.6,3288,712
ND,Grand Forks,6,0.6,1087,234
CO,Grand Junction,6,0.6,2273,494
MI,Grand Rapids,6,0.6,7749,1658
MT,Great Falls,6,0.6,971,212
CO,Greeley,6,0.6,2448,525
WI,Green Bay,6,0.6,3397,741
NC,Greensboro,6,0.6,4226,912
NC,Greenville,6,0.6,5681,1227
SC,Greenville,6,0.6,6235,1351
MS,Gulfport,6,0.6,1322,282
NJ,Hackensack,6,0.6,8732,1876
TX,Harlingen,6,0.6,3471,742
PA,Harrisburg,6,0.6,6969,1523
CT,Hartford,6,0.6,10025,2171
MS,Hattiesburg,6,0.6,2002,430
NC,Hickory,6,0.6,1938,424
IL,Hinsdale,6,0.6,3189,679
HI,Honolulu,6,0.6,9371,2038
LA,Houma,6,0.6,1711,366
TX,Houston,6,0.6,43041,9011
FL,Hudson,6,0.6,3098,711
WV,Huntington,6,0.6,2341,513
AL,Huntsville,6,0.6,4227,912
ID,Idaho Falls,6,0.6,1399,297
IN,Indianapolis,6,0.6,18664,3993
IA,Iowa City,6,0.6,2324,499
MS,Jackson,6,0.6,6604,1420
TN,Jackson,6,0.6,2168,475
FL,Jacksonville,6,0.6,11152,2395
TN,Johnson City,6,0.6,1985,433
PA,Johnstown,6,0.6,1470,328
IL,Joliet,6,0.6,4272,910
AR,Jonesboro,6,0.6,1560,338
MO,Joplin,6,0.6,2392,524
MI,Kalamazoo,6,0.6,4352,941
MO,Kansas City,6,0.6,16203,3471
OH,Kettering,6,0.6,2819,615
TN,Kingsport,6,0.6,3213,712
TN,Knoxville,6,0.6,9374,2053
WI,La Crosse,6,0.6,2356,513
IN,Lafayette,6,0.6,1637,346
LA,Lafayette,6,0.6,3956,845
LA,Lake Charles,6,0.6,1745,373
FL,Lakeland,6,0.6,2690,590
PA,Lancaster,6,0.6,4446,967
MI,Lansing,6,0.6,4659,997
NV,Las Vegas,6,0.6,14180,3043
OK,Lawton,6,0.6,1269,272
NH,Lebanon,6,0.6,2731,603
KY,Lexington,6,0.6,9945,2140
NE,Lincoln,6,0.6,3846,832
AR,Little Rock,6,0.6,10198,2218
TX,Longview,6,0.6,1353,293
CA,Los Angeles,6,0.6,64662,13659
KY,Louisville,6,0.6,11564,2492
TX,Lubbock,6,0.6,4503,955
VA,Lynchburg,6,0.6,1841,404
GA,Macon,6,0.6,4745,1022
WI,Madison,6,0.6,7370,1580
NH,Manchester,6,0.6,5977,1291
NY,Manhattan,6,0.6,34474,7336
MI,Marquette,6,0.6,1360,301
WI,Marshfield,6,0.6,2515,555
IA,Mason City,6,0.6,864,193
TX,McAllen,6,0.6,3979,836
OR,Medford,6,0.6,3032,680
IL,Melrose Park,6,0.6,8543,1824
TN,Memphis,6,0.6,11319,2417
MS,Meridian,6,0.6,1248,272
AZ,Mesa,6,0.6,9439,2024
LA,Metairie,6,0.6,3074,667
FL,Miami,6,0.6,22836,4909
WI,Milwaukee,6,0.6,17248,3689
MN,Minneapolis,6,0.6,21352,4575
ND,Minot,6,0.6,928,197
MT,Missoula,6,0.6,2677,589
AL,Mobile,6,0.6,5446,1181
CA,Modesto,6,0.6,5630,1199
LA,Monroe,6,0.6,1712,370
AL,Montgomery,6,0.6,3001,644
WV,Morgantown,6,0.6,2764,600
NJ,Morristown,6,0.6,6642,1433
IN,Muncie,6,0.6,1084,236
IN,Munster,6,0.6,1995,428
MI,Muskegon,6,0.6,1766,385
CA,Napa,6,0.6,1864,412
TN,Nashville,6,0.6,18910,4038
WI,Neenah,6,0.6,1610,349
NJ,New Brunswick,6,0.6,7008,1498
CT,New Haven,6,0.6,9873,2140
LA,New Orleans,6,0.6,4563,967
NJ,Newark,6,0.6,10128,2139
VA,Newport News,6,0.6,3740,807
VA,Norfolk,6,0.6,8441,1792
FL,Ocala,6,0.6,4122,984
TX,Odessa,6,0.6,2321,488
UT,Ogden,6,0.6,2903,608
OK,Oklahoma City,6,0.6,12396,2657
WA,Olympia,6,0.6,2703,590
NE,Omaha,6,0.6,8425,1812
CA,Orange County,6,0.6,21969,4668
FL,Orlando,6,0.6,26509,5810
FL,Ormond Beach,6,0.6,2989,686
KY,Owensboro,6,0.6,946,207
MS,Oxford,6,0.6,972,208
KY,Paducah,6,0.6,2473,546
CA,Palm Springs/Rancho Mira,6,0.6,2684,612
NJ,Paterson,6,0.6,2590,557
FL,Pensacola,6,0.6,5336,1155
IL,Peoria,6,0.6,3968,869
MI,Petoskey,6,0.6,1228,274
PA,Philadelphia,6,0.6,27720,5951
AZ,Phoenix,6,0.6,23008,4948
PA,Pittsburgh,6,0.6,19723,4334
MI,Pontiac,6,0.6,3134,672
ME,Portland,6,0.6,7398,1616
OR,Portland,6,0.6,18408,3945
RI,Providence,6,0.6,8231,1773
UT,Provo,6,0.6,3521,726
CO,Pueblo,6,0.6,1176,259
NC,Raleigh,6,0.6,13726,2903
SD,Rapid City,6,0.6,1461,318
PA,Reading,6,0.6,3928,854
CA,Redding,6,0.6,2344,515
NV,Reno,6,0.6,5091,1106
VA,Richmond,6,0.6,11713,2512
NJ,Ridgewood,6,0.6,2823,607
VA,Roanoke,6,0.6,4816,1054
MN,Rochester,6,0.6,2707,592
NY,Rochester,6,0.6,8682,1879
IL,Rockford,6,0.6,4645,1010
GA,Rome,6,0.6,1860,403
MI,Royal Oak,6,0.6,4674,1015
CA,Sacramento,6,0.6,17314,3726
MI,Saginaw,6,0.6,4195,932
OR,Salem,6,0.6,2133,460
CA,Salinas,6,0.6,2502,531
MD,Salisbury,6,0.6,3204,717
UT,Salt Lake City,6,0.6,12749,2693
TX,San Angelo,6,0.6,1057,229
TX,San Antonio,6,0.6,18087,3844
CA,San Bernardino,6,0.6,19687,4138
CA,San Diego,6,0.6,24731,5237
CA,San Francisco,6,0.6,10571,2265
CA,San Jose,6,0.6,11962,2527
CA,San Luis Obispo,6,0.6,1803,393
CA,San Mateo County,6,0.6,5555,1194
CA,Santa Barbara,6,0.6,2990,641
CA,Santa Cruz,6,0.6,1894,403
CA,Santa Rosa,6,0.6,3398,741
FL,Sarasota,6,0.6,3446,824
GA,Savannah,6,0.6,5865,1266
PA,Sayre,6,0.6,1304,288
PA,Scranton,6,0.6,2170,481
WA,Seattle,6,0.6,20002,4256
LA,Shreveport,6,0.6,4451,964
IA,Sioux City,6,0.6,1645,358
SD,Sioux Falls,6,0.6,5079,1105
LA,Slidell,6,0.6,1260,275
IN,South Bend,6,0.6,4511,974
SC,Spartanburg,6,0.6,2532,551
WA,Spokane,6,0.6,10156,2202
AR,Springdale,6,0.6,3621,772
IL,Springfield,6,0.6,5400,1184
MA,Springfield,6,0.6,5030,1089
MO,Springfield,6,0.6,5866,1295
MN,St. Cloud,6,0.6,1690,363
MI,St. Joseph,6,0.6,937,206
MO,St. Louis,6,0.6,22288,4811
MN,St. Paul,6,0.6,7073,1505
FL,St. Petersburg,6,0.6,3042,676
CA,Stockton,6,0.6,3827,811
AZ,Sun City,6,0.6,2202,532
NY,Syracuse,6,0.6,6960,1502
WA,Tacoma,6,0.6,5297,1125
MD,Takoma Park,6,0.6,6468,1362
FL,Tallahassee,6,0.6,5536,1180
FL,Tampa,6,0.6,9723,2084
TX,Temple,6,0.6,3341,700
IN,Terre Haute,6,0.6,1174,254
AR,Texarkana,6,0.6,1673,365
OH,Toledo,6,0.6,6426,1390
KS,Topeka,6,0.6,2941,633
MI,Traverse City,6,0.6,1640,368
AZ,Tucson,6,0.6,8262,1821
OK,Tulsa,6,0.6,8948,1931
MS,Tupelo,6,0.6,2579,556
AL,Tuscaloosa,6,0.6,1780,379
TX,Tyler,6,0.6,3698,810
IL,Urbana,6,0.6,3012,647
CA,Ventura,6,0.6,5563,1192
TX,Victoria,6,0.6,971,212
TX,Waco,6,0.6,2215,480
DC,Washington,6,0.6,18000,3830
IA,Waterloo,6,0.6,1414,308
WI,Wausau,6,0.6,1283,283
NY,White Plains,6,0.6,7495,1617
TX,Wichita Falls,6,0.6,1296,281
KS,Wichita,6,0.6,7988,1733
PA,Wilkes-Barre,6,0.6,1685,371
DE,Wilmington,6,0.6,5299,1137
NC,Wilmington,6,0.6,3275,721
VA,Winchester,6,0.6,2944,640
NC,Winston-Salem,6,0.6,7589,1656
MA,Worcester,6,0.6,5422,1162
WA,Yakima,6,0.6,1834,393
PA,York,6,0.6,2890,629
OH,Youngstown,6,0.6,4223,937
OH,Akron,12,0.2,764,165
CA,Alameda County,12,0.2,1796,380
GA,Albany,12,0.2,218,47
NY,Albany,12,0.2,2074,452
NM,Albuquerque,12,0.2,1870,406
LA,Alexandria,12,0.2,309,67
PA,Allentown,12,0.2,1348,294
PA,Altoona,12,0.2,333,73
TX,Amarillo,12,0.2,460,98
AK,Anchorage,12,0.2,746,155
MI,Ann Arbor,12,0.2,1546,331
WI,Appleton,12,0.2,356,77
VA,Arlington,12,0.2,2590,541
NC,Asheville,12,0.2,793,177
GA,Atlanta,12,0.2,6874,1450
GA,Augusta,12,0.2,751,162
IL,Aurora,12,0.2,333,69
TX,Austin,12,0.2,2062,429
CA,Bakersfield,12,0.2,1151,241
MD,Baltimore,12,0.2,2793,599
ME,Bangor,12,0.2,453,100
LA,Baton Rouge,12,0.2,1026,218
TX,Beaumont,12,0.2,496,107
OR,Bend,12,0.2,270,60
MT,Billings,12,0.2,665,144
NY,Binghamton,12,0.2,405,89
AL,Birmingham,12,0.2,2479,537
ND,Bismarck,12,0.2,256,56
IL,Bloomington,12,0.2,220,46
IL,Blue Island,12,0.2,935,202
ID,Boise,12,0.2,974,209
MA,Boston,12,0.2,5590,1203
CO,Boulder,12,0.2,365,77
FL,Bradenton,12,0.2,390,89
CT,Bridgeport,12,0.2,748,160
NY,Bronx,12,0.2,1495,315
TX,Bryan,12,0.2,313,65
NY,Buffalo,12,0.2,1530,333
VT,Burlington,12,0.2,728,157
NJ,Camden,12,0.2,3108,679
OH,Canton,12,0.2,700,154
MO,Cape Girardeau,12,0.2,286,62
WY,Casper,12,0.2,214,46
IA,Cedar Rapids,12,0.2,328,71
SC,Charleston,12,0.2,1283,279
WV,Charleston,12,0.2,922,203
NC,Charlotte,12,0.2,2788,594
VA,Charlottesville,12,0.2,669,145
TN,Chattanooga,12,0.2,796,173
IL,Chicago,12,0.2,2784,584
CA,Chico,12,0.2,338,74
OH,Cincinnati,12,0.2,1794,385
FL,Clearwater,12,0.2,634,144
OH,Cleveland,12,0.2,2254,492
CO,Colorado Springs,12,0.2,929,198
MO,Columbia,12,0.2,780,169
SC,Columbia,12,0.2,1356,292
GA,Columbus,12,0.2,386,82
OH,Columbus,12,0.2,3327,712
CA,Contra Costa County,12,0.2,1171,251
TX,Corpus Christi,12,0.2,610,131
KY,Covington,12,0.2,450,96
TX,Dallas,12,0.2,5333,1119
PA,Danville,12,0.2,673,146
IA,Davenport,12,0.2,535,117
OH,Dayton,12,0.2,1158,252
MI,Dearborn,12,0.2,532,115
CO,Denver,12,0.2,3256,687
IA,Des Moines,12,0.2,1209,260
MI,Detroit,12,0.2,1828,393
AL,Dothan,12,0.2,409,90
IA,Dubuque,12,0.2,177,39
MN,Duluth,12,0.2,388,85
NC,Durham,12,0.2,1532,332
NY,East Long Island,12,0.2,5303,1143
TX,El Paso,12,0.2,1156,246
IL,Elgin,12,0.2,837,177
NY,Elmira,12,0.2,360,79
OH,Elyria,12,0.2,282,61
PA,Erie,12,0.2,793,174
OR,Eugene,12,0.2,854,188
IL,Evanston,12,0.2,1005,220
IN,Evansville,12,0.2,743,162
WA,Everett,12,0.2,753,162
ND,Fargo/Moorhead MN,12,0.2,604,131
MI,Flint,12,0.2,597,130
SC,Florence,12,0.2,404,88
CO,Fort Collins,12,0.2,395,84
FL,Fort Lauderdale,12,0.2,3428,763
FL,Fort Myers,12,0.2,1603,372
AR,Fort Smith,12,0.2,397,87
IN,Fort Wayne,12,0.2,909,197
TX,Fort Worth,12,0.2,2411,508
CA,Fresno,12,0.2,1256,265
FL,Gainesville,12,0.2,649,141
IN,Gary,12,0.2,548,119
ND,Grand Forks,12,0.2,181,39
CO,Grand Junction,12,0.2,379,82
MI,Grand Rapids,12,0.2,1292,276
MT,Great Falls,12,0.2,162,35
CO,Greeley,12,0.2,408,88
WI,Green Bay,12,0.2,566,123
NC,Greensboro,12,0.2,704,152
NC,Greenville,12,0.2,947,205
SC,Greenville,12,0.2,1039,225
MS,Gulfport,12,0.2,220,47
NJ,Hackensack,12,0.2,1455,313
TX,Harlingen,12,0.2,578,124
PA,Harrisburg,12,0.2,1162,254
CT,Hartford,12,0.2,1671,362
MS,Hattiesburg,12,0.2,334,72
NC,Hickory,12,0.2,323,71
IL,Hinsdale,12,0.2,532,113
HI,Honolulu,12,0.2,1562,340
LA,Houma,12,0.2,285,61
TX,Houston,12,0.2,7174,1502
FL,Hudson,12,0.2,516,118
WV,Huntington,12,0.2,390,86
AL,Huntsville,12,0.2,705,152
ID,Idaho Falls,12,0.2,233,49
IN,Indianapolis,12,0.2,3111,666
IA,Iowa City,12,0.2,387,83
MS,Jackson,12,0.2,1101,237
TN,Jackson,12,0.2,361,79
FL,Jacksonville,12,0.2,1859,399
TN,Johnson City,12,0.2,331,72
PA,Johnstown,12,0.2,245,55
IL,Joliet,12,0.2,712,152
AR,Jonesboro,12,0.2,260,56
MO,Joplin,12,0.2,399,87
MI,Kalamazoo,12,0.2,725,157
MO,Kansas City,12,0.2,2701,578
OH,Kettering,12,0.2,470,102
TN,Kingsport,12,0.2,536,119
TN,Knoxville,12,0.2,1562,342
WI,La Crosse,12,0.2,393,86
IN,Lafayette,12,0.2,273,58
LA,Lafayette,12,0.2,659,141
LA,Lake Charles,12,0.2,291,62
FL,Lakeland,12,0.2,448,98
PA,Lancaster,12,0.2,741,161
MI,Lansing,12,0.2,777,166
NV,Las Vegas,12,0.2,2363,507
OK,Lawton,12,0.2,211,45
NH,Lebanon,12,0.2,455,101
KY,Lexington,12,0.2,1657,357
NE,Lincoln,12,0.2,641,139
AR,Little Rock,12,0.2,1700,370
TX,Longview,12,0.2,225,49
CA,Los Angeles,12,0.2,10777,2277
KY,Louisville,12,0.2,1927,415
TX,Lubbock,12,0.2,750,159
VA,Lynchburg,12,0.2,307,67
GA,Macon,12,0.2,791,170
WI,Madison,12,0.2,1228,263
NH,Manchester,12,0.2,996,215
NY,Manhattan,12,0.2,5746,1223
MI,Marquette,12,0.2,227,50
WI,Marshfield,12,0.2,419,92
IA,Mason City,12,0.2,144,32
TX,McAllen,12,0.2,663,139
OR,Medford,12,0.2,505,113
IL,Melrose Park,12,0.2,1424,304
TN,Memphis,12,0.2,1886,403
MS,Meridian,12,0.2,208,45
AZ,Mesa,12,0.2,1573,337
LA,Metairie,12,0.2,512,111
FL,Miami,12,0.2,3806,818
WI,Milwaukee,12,0.2,2875,615
MN,Minneapolis,12,0.2,3559,762
ND,Minot,12,0.2,155,33
MT,Missoula,12,0.2,446,98
AL,Mobile,12,0.2,908,197
CA,Modesto,12,0.2,938,200
LA,Monroe,12,0.2,285,62
AL,Montgomery,12,0.2,500,107
WV,Morgantown,12,0.2,461,100
NJ,Morristown,12,0.2,1107,239
IN,Muncie,12,0.2,181,39
IN,Munster,12,0.2,332,71
MI,Muskegon,12,0.2,294,64
CA,Napa,12,0.2,311,69
TN,Nashville,12,0.2,3152,673
WI,Neenah,12,0.2,268,58
NJ,New Brunswick,12,0.2,1168,250
CT,New Haven,12,0.2,1646,357
LA,New Orleans,12,0.2,760,161
NJ,Newark,12,0.2,1688,356
VA,Newport News,12,0.2,623,135
VA,Norfolk,12,0.2,1407,299
FL,Ocala,12,0.2,687,164
TX,Odessa,12,0.2,387,81
UT,Ogden,12,0.2,484,101
OK,Oklahoma City,12,0.2,2066,443
WA,Olympia,12,0.2,450,98
NE,Omaha,12,0.2,1404,302
CA,Orange County,12,0.2,3662,778
FL,Orlando,12,0.2,4418,968
FL,Ormond Beach,12,0.2,498,114
KY,Owensboro,12,0.2,158,34
MS,Oxford,12,0.2,162,35
KY,Paducah,12,0.2,412,91
CA,Palm Springs/Rancho Mira,12,0.2,447,102
NJ,Paterson,12,0.2,432,93
FL,Pensacola,12,0.2,889,193
IL,Peoria,12,0.2,661,145
MI,Petoskey,12,0.2,205,46
PA,Philadelphia,12,0.2,4620,992
AZ,Phoenix,12,0.2,3835,825
PA,Pittsburgh,12,0.2,3287,722
MI,Pontiac,12,0.2,522,112
ME,Portland,12,0.2,1233,269
OR,Portland,12,0.2,3068,657
RI,Providence,12,0.2,1372,295
UT,Provo,12,0.2,587,121
CO,Pueblo,12,0.2,196,43
NC,Raleigh,12,0.2,2288,484
SD,Rapid City,12,0.2,244,53
PA,Reading,12,0.2,655,142
CA,Redding,12,0.2,391,86
NV,Reno,12,0.2,848,184
VA,Richmond,12,0.2,1952,419
NJ,Ridgewood,12,0.2,471,101
VA,Roanoke,12,0.2,803,176
MN,Rochester,12,0.2,451,99
NY,Rochester,12,0.2,1447,313
IL,Rockford,12,0.2,774,168
GA,Rome,12,0.2,310,67
MI,Royal Oak,12,0.2,779,169
CA,Sacramento,12,0.2,2886,621
MI,Saginaw,12,0.2,699,155
OR,Salem,12,0.2,355,77
CA,Salinas,12,0.2,417,89
MD,Salisbury,12,0.2,534,120
UT,Salt Lake City,12,0.2,2125,449
TX,San Angelo,12,0.2,176,38
TX,San Antonio,12,0.2,3014,641
CA,San Bernardino,12,0.2,3281,690
CA,San Diego,12,0.2,4122,873
CA,San Francisco,12,0.2,1762,377
CA,San Jose,12,0.2,1994,421
CA,San Luis Obispo,12,0.2,300,66
CA,San Mateo County,12,0.2,926,199
CA,Santa Barbara,12,0.2,498,107
CA,Santa Cruz,12,0.2,316,67
CA,Santa Rosa,12,0.2,566,124
FL,Sarasota,12,0.2,574,137
GA,Savannah,12,0.2,978,211
PA,Sayre,12,0.2,217,48
PA,Scranton,12,0.2,362,80
WA,Seattle,12,0.2,3334,709
LA,Shreveport,12,0.2,742,161
IA,Sioux City,12,0.2,274,60
SD,Sioux Falls,12,0.2,847,184
LA,Slidell,12,0.2,210,46
IN,South Bend,12,0.2,752,162
SC,Spartanburg,12,0.2,422,92
WA,Spokane,12,0.2,1693,367
AR,Springdale,12,0.2,603,129
IL,Springfield,12,0.2,900,197
MA,Springfield,12,0.2,838,182
MO,Springfield,12,0.2,978,216
MN,St. Cloud,12,0.2,282,60
MI,St. Joseph,12,0.2,156,34
MO,St. Louis,12,0.2,3715,802
MN,St. Paul,12,0.2,1179,251
FL,St. Petersburg,12,0.2,507,113
CA,Stockton,12,0.2,638,135
AZ,Sun City,12,0.2,367,89
NY,Syracuse,12,0.2,1160,250
WA,Tacoma,12,0.2,883,187
MD,Takoma Park,12,0.2,1078,227
FL,Tallahassee,12,0.2,923,197
FL,Tampa,12,0.2,1621,347
TX,Temple,12,0.2,557,117
IN,Terre Haute,12,0.2,196,42
AR,Texarkana,12,0.2,279,61
OH,Toledo,12,0.2,1071,232
KS,Topeka,12,0.2,490,106
MI,Traverse City,12,0.2,273,61
AZ,Tucson,12,0.2,1377,304
OK,Tulsa,12,0.2,1491,322
MS,Tupelo,12,0.2,430,93
AL,Tuscaloosa,12,0.2,297,63
TX,Tyler,12,0.2,616,135
IL,Urbana,12,0.2,502,108
CA,Ventura,12,0.2,927,199
TX,Victoria,12,0.2,162,35
TX,Waco,12,0.2,369,80
DC,Washington,12,0.2,3000,638
IA,Waterloo,12,0.2,236,51
WI,Wausau,12,0.2,214,47
NY,White Plains,12,0.2,1249,270
TX,Wichita Falls,12,0.2,216,47
KS,Wichita,12,0.2,1331,289
PA,Wilkes-Barre,12,0.2,281,62
DE,Wilmington,12,0.2,883,189
NC,Wilmington,12,0.2,546,120
VA,Winchester,12,0.2,491,107
NC,Winston-Salem,12,0.2,1265,276
MA,Worcester,12,0.2,904,194
WA,Yakima,12,0.2,306,65
PA,York,12,0.2,482,105
OH,Youngstown,12,0.2,704,156
OH,Akron,12,0.4,1529,331
CA,Alameda County,12,0.4,3591,760
GA,Albany,12,0.4,437,94
NY,Albany,12,0.4,4147,903
NM,Albuquerque,12,0.4,3741,812
LA,Alexandria,12,0.4,618,133
PA,Allentown,12,0.4,2696,587
PA,Altoona,12,0.4,666,147
TX,Amarillo,12,0.4,920,197
AK,Anchorage,12,0.4,1492,310
MI,Ann Arbor,12,0.4,3091,663
WI,Appleton,12,0.4,711,154
VA,Arlington,12,0.4,5180,1082
NC,Asheville,12,0.4,1587,354
GA,Atlanta,12,0.4,13748,2901
GA,Augusta,12,0.4,1502,324
IL,Aurora,12,0.4,665,139
TX,Austin,12,0.4,4123,859
CA,Bakersfield,12,0.4,2302,482
MD,Baltimore,12,0.4,5586,1198
ME,Bangor,12,0.4,906,200
LA,Baton Rouge,12,0.4,2053,436
TX,Beaumont,12,0.4,992,214
OR,Bend,12,0.4,541,120
MT,Billings,12,0.4,1331,288
NY,Binghamton,12,0.4,810,178
AL,Birmingham,12,0.4,4958,1074
ND,Bismarck,12,0.4,512,111
IL,Bloomington,12,0.4,440,93
IL,Blue Island,12,0.4,1870,404
ID,Boise,12,0.4,1947,419
MA,Boston,12,0.4,11180,2407
CO,Boulder,12,0.4,731,154
FL,Bradenton,12,0.4,780,178
CT,Bridgeport,12,0.4,1495,321
NY,Bronx,12,0.4,2989,629
TX,Bryan,12,0.4,625,130
NY,Buffalo,12,0.4,3059,666
VT,Burlington,12,0.4,1456,314
NJ,Camden,12,0.4,6215,1357
OH,Canton,12,0.4,1399,307
MO,Cape Girardeau,12,0.4,571,125
WY,Casper,12,0.4,428,93
IA,Cedar Rapids,12,0.4,656,142
SC,Charleston,12,0.4,2565,558
WV,Charleston,12,0.4,1844,407
NC,Charlotte,12,0.4,5576,1187
VA,Charlottesville,12,0.4,1338,291
TN,Chattanooga,12,0.4,1591,346
IL,Chicago,12,0.4,5569,1169
CA,Chico,12,0.4,676,148
OH,Cincinnati,12,0.4,3588,770
FL,Clearwater,12,0.4,1268,288
OH,Cleveland,12,0.4,4509,984
CO,Colorado Springs,12,0.4,1858,396
MO,Columbia,12,0.4,1560,338
SC,Columbia,12,0.4,2712,584
GA,Columbus,12,0.4,772,164
OH,Columbus,12,0.4,6653,1423
CA,Contra Costa County,12,0.4,2341,502
TX,Corpus Christi,12,0.4,1220,262
KY,Covington,12,0.4,901,192
TX,Dallas,12,0.4,10666,2237
PA,Danville,12,0.4,1346,292
IA,Davenport,12,0.4,1071,235
OH,Dayton,12,0.4,2316,504
MI,Dearborn,12,0.4,1065,230
CO,Denver,12,0.4,6511,1374
IA,Des Moines,12,0.4,2417,520
MI,Detroit,12,0.4,3655,786
AL,Dothan,12,0.4,818,179
IA,Dubuque,12,0.4,354,78
MN,Duluth,12,0.4,776,170
NC,Durham,12,0.4,3064,663
NY,East Long Island,12,0.4,10607,2287
TX,El Paso,12,0.4,2311,492
IL,Elgin,12,0.4,1675,355
NY,Elmira,12,0.4,720,158
OH,Elyria,12,0.4,563,123
PA,Erie,12,0.4,1586,348
OR,Eugene,12,0.4,1708,375
IL,Evanston,12,0.4,2010,441
IN,Evansville,12,0.4,1486,324
WA,Everett,12,0.4,1507,324
ND,Fargo/Moorhead MN,12,0.4,1209,262
MI,Flint,12,0.4,1194,259
SC,Florence,12,0.4,809,176
CO,Fort Collins,12,0.4,789,167
FL,Fort Lauderdale,12,0.4,6856,1526
FL,Fort Myers,12,0.4,3207,744
AR,Fort Smith,12,0.4,793,173
IN,Fort Wayne,12,0.4,1818,393
TX,Fort Worth,12,0.4,4822,1016
CA,Fresno,12,0.4,2512,530
FL,Gainesville,12,0.4,1298,282
IN,Gary,12,0.4,1096,238
ND,Grand Forks,12,0.4,362,78
CO,Grand Junction,12,0.4,758,165
MI,Grand Rapids,12,0.4,2583,553
MT,Great Falls,12,0.4,324,71
CO,Greeley,12,0.4,816,175
WI,Green Bay,12,0.4,1132,247
NC,Greensboro,12,0.4,1409,304
NC,Greenville,12,0.4,1894,409
SC,Greenville,12,0.4,2078,450
MS,Gulfport,12,0.4,441,94
NJ,Hackensack,12,0.4,2911,625
TX,Harlingen,12,0.4,1157,247
PA,Harrisburg,12,0.4,2323,508
CT,Hartford,12,0.4,3342,724
MS,Hattiesburg,12,0.4,667,143
NC,Hickory,12,0.4,646,141
IL,Hinsdale,12,0.4,1063,226
HI,Honolulu,12,0.4,3124,680
LA,Houma,12,0.4,570,122
TX,Houston,12,0.4,14347,3004
FL,Hudson,12,0.4,1033,237
WV,Huntington,12,0.4,780,171
AL,Huntsville,12,0.4,1409,304
ID,Idaho Falls,12,0.4,466,99
IN,Indianapolis,12,0.4,6221,1331
IA,Iowa City,12,0.4,774,166
MS,Jackson,12,0.4,2202,473
TN,Jackson,12,0.4,723,158
FL,Jacksonville,12,0.4,3717,798
TN,Johnson City,12,0.4,662,144
PA,Johnstown,12,0.4,490,109
IL,Joliet,12,0.4,1424,303
AR,Jonesboro,12,0.4,520,113
MO,Joplin,12,0.4,797,175
MI,Kalamazoo,12,0.4,1451,314
MO,Kansas City,12,0.4,5401,1157
OH,Kettering,12,0.4,940,205
TN,Kingsport,12,0.4,1071,237
TN,Knoxville,12,0.4,3125,684
WI,La Crosse,12,0.4,785,171
IN,Lafayette,12,0.4,546,115
LA,Lafayette,12,0.4,1319,282
LA,Lake Charles,12,0.4,582,124
FL,Lakeland,12,0.4,897,197
PA,Lancaster,12,0.4,1482,322
MI,Lansing,12,0.4,1553,332
NV,Las Vegas,12,0.4,4727,1014
OK,Lawton,12,0.4,423,91
NH,Lebanon,12,0.4,910,201
KY,Lexington,12,0.4,3315,713
NE,Lincoln,12,0.4,1282,277
AR,Little Rock,12,0.4,3400,739
TX,Longview,12,0.4,451,98
CA,Los Angeles,12,0.4,21554,4553
KY,Louisville,12,0.4,3855,830
TX,Lubbock,12,0.4,1501,318
VA,Lynchburg,12,0.4,614,135
GA,Macon,12,0.4,1582,341
WI,Madison,12,0.4,2457,527
NH,Manchester,12,0.4,1992,430
NY,Manhattan,12,0.4,11491,2445
MI,Marquette,12,0.4,453,100
WI,Marshfield,12,0.4,838,185
IA,Mason City,12,0.4,288,64
TX,McAllen,12,0.4,1326,279
OR,Medford,12,0.4,1011,227
IL,Melrose Park,12,0.4,2848,608
TN,Memphis,12,0.4,3773,806
MS,Meridian,12,0.4,416,91
AZ,Mesa,12,0.4,3146,675
LA,Metairie,12,0.4,1025,222
FL,Miami,12,0.4,7612,1636
WI,Milwaukee,12,0.4,5749,1230
MN,Minneapolis,12,0.4,7117,1525
ND,Minot,12,0.4,309,66
MT,Missoula,12,0.4,892,196
AL,Mobile,12,0.4,1815,394
CA,Modesto,12,0.4,1877,400
LA,Monroe,12,0.4,571,123
AL,Montgomery,12,0.4,1000,215
WV,Morgantown,12,0.4,921,200
NJ,Morristown,12,0.4,2214,478
IN,Muncie,12,0.4,361,79
IN,Munster,12,0.4,665,143
MI,Muskegon,12,0.4,589,128
CA,Napa,12,0.4,621,137
TN,Nashville,12,0.4,6303,1346
WI,Neenah,12,0.4,537,116
NJ,New Brunswick,12,0.4,2336,499
CT,New Haven,12,0.4,3291,713
LA,New Orleans,12,0.4,1521,322
NJ,Newark,12,0.4,3376,713
VA,Newport News,12,0.4,1247,269
VA,Norfolk,12,0.4,2814,597
FL,Ocala,12,0.4,1374,328
TX,Odessa,12,0.4,774,163
UT,Ogden,12,0.4,968,203
OK,Oklahoma City,12,0.4,4132,886
WA,Olympia,12,0.4,901,197
NE,Omaha,12,0.4,2808,604
CA,Orange County,12,0.4,7323,1556
FL,Orlando,12,0.4,8836,1937
