State,City,Month,Percentage,Hospital Bed Needed,ICU Bed Needed
PA,Allentown,18,0.4,1758,383
PA,Altoona,18,0.4,434,96
TX,Amarillo,18,0.4,600,128
AK,Anchorage,18,0.4,973,202
MI,Ann Arbor,18,0.4,2016,432
WI,Appleton,18,0.4,464,100
VA,Arlington,18,0.4,3378,705
NC,Asheville,18,0.4,1035,231
GA,Atlanta,18,0.4,8966,1892
GA,Augusta,18,0.4,980,211
IL,Aurora,18,0.4,434,90
TX,Austin,18,0.4,2689,560
CA,Bakersfield,18,0.4,1501,314
MD,Baltimore,18,0.4,3643,782
ME,Bangor,18,0.4,591,131
LA,Baton Rouge,18,0.4,1339,284
TX,Beaumont,18,0.4,647,140
OR,Bend,18,0.4,353,78
MT,Billings,18,0.4,868,188
NY,Binghamton,18,0.4,528,116
AL,Birmingham,18,0.4,3233,700
ND,Bismarck,18,0.4,334,73
IL,Bloomington,18,0.4,287,61
IL,Blue Island,18,0.4,1220,263
ID,Boise,18,0.4,1270,273
MA,Boston,18,0.4,7291,1569
CO,Boulder,18,0.4,477,100
FL,Bradenton,18,0.4,509,116
CT,Bridgeport,18,0.4,975,209
NY,Bronx,18,0.4,1950,411
TX,Bryan,18,0.4,408,85
NY,Buffalo,18,0.4,1995,434
VT,Burlington,18,0.4,950,205
NJ,Camden,18,0.4,4053,885
OH,Canton,18,0.4,913,200
MO,Cape Girardeau,18,0.4,373,81
WY,Casper,18,0.4,279,61
IA,Cedar Rapids,18,0.4,428,93
SC,Charleston,18,0.4,1673,364
WV,Charleston,18,0.4,1203,265
NC,Charlotte,18,0.4,3636,774
VA,Charlottesville,18,0.4,873,189
TN,Chattanooga,18,0.4,1038,226
IL,Chicago,18,0.4,3632,762
CA,Chico,18,0.4,441,96
OH,Cincinnati,18,0.4,2340,502
FL,Clearwater,18,0.4,827,188
OH,Cleveland,18,0.4,2940,642
CO,Colorado Springs,18,0.4,1212,258
MO,Columbia,18,0.4,1017,221
SC,Columbia,18,0.4,1769,381
GA,Columbus,18,0.4,504,107
OH,Columbus,18,0.4,4339,928
CA,Contra Costa County,18,0.4,1527,328
TX,Corpus Christi,18,0.4,795,171
KY,Covington,18,0.4,587,125
TX,Dallas,18,0.4,6956,1459
PA,Danville,18,0.4,878,190
IA,Davenport,18,0.4,698,153
OH,Dayton,18,0.4,1511,329
MI,Dearborn,18,0.4,695,150
CO,Denver,18,0.4,4247,896
IA,Des Moines,18,0.4,1576,339
MI,Detroit,18,0.4,2384,513
AL,Dothan,18,0.4,533,117
IA,Dubuque,18,0.4,231,51
MN,Duluth,18,0.4,506,111
NC,Durham,18,0.4,1999,433
NY,East Long Island,18,0.4,6918,1491
TX,El Paso,18,0.4,1507,321
IL,Elgin,18,0.4,1092,231
NY,Elmira,18,0.4,470,103
OH,Elyria,18,0.4,367,80
PA,Erie,18,0.4,1035,227
OR,Eugene,18,0.4,1114,245
IL,Evanston,18,0.4,1311,287
IN,Evansville,18,0.4,969,211
WA,Everett,18,0.4,983,211
ND,Fargo/Moorhead MN,18,0.4,788,171
MI,Flint,18,0.4,778,169
SC,Florence,18,0.4,527,115
CO,Fort Collins,18,0.4,515,109
FL,Fort Lauderdale,18,0.4,4471,995
FL,Fort Myers,18,0.4,2091,485
AR,Fort Smith,18,0.4,517,113
IN,Fort Wayne,18,0.4,1186,256
TX,Fort Worth,18,0.4,3145,663
CA,Fresno,18,0.4,1638,346
FL,Gainesville,18,0.4,847,184
IN,Gary,18,0.4,715,155
ND,Grand Forks,18,0.4,236,51
CO,Grand Junction,18,0.4,494,107
MI,Grand Rapids,18,0.4,1685,360
MT,Great Falls,18,0.4,211,46
CO,Greeley,18,0.4,532,114
WI,Green Bay,18,0.4,739,161
NC,Greensboro,18,0.4,919,198
NC,Greenville,18,0.4,1235,267
SC,Greenville,18,0.4,1355,294
MS,Gulfport,18,0.4,287,61
NJ,Hackensack,18,0.4,1898,408
TX,Harlingen,18,0.4,754,161
PA,Harrisburg,18,0.4,1515,331
CT,Hartford,18,0.4,2179,472
MS,Hattiesburg,18,0.4,435,94
NC,Hickory,18,0.4,421,92
IL,Hinsdale,18,0.4,693,148
HI,Honolulu,18,0.4,2037,443
LA,Houma,18,0.4,372,80
TX,Houston,18,0.4,9357,1959
FL,Hudson,18,0.4,673,154
WV,Huntington,18,0.4,509,112
AL,Huntsville,18,0.4,919,198
ID,Idaho Falls,18,0.4,304,64
IN,Indianapolis,18,0.4,4057,868
IA,Iowa City,18,0.4,505,108
MS,Jackson,18,0.4,1436,309
TN,Jackson,18,0.4,471,103
FL,Jacksonville,18,0.4,2424,521
TN,Johnson City,18,0.4,432,94
PA,Johnstown,18,0.4,320,71
IL,Joliet,18,0.4,929,198
AR,Jonesboro,18,0.4,339,74
MO,Joplin,18,0.4,520,114
MI,Kalamazoo,18,0.4,946,204
MO,Kansas City,18,0.4,3522,755
OH,Kettering,18,0.4,613,134
TN,Kingsport,18,0.4,699,155
TN,Knoxville,18,0.4,2038,446
WI,La Crosse,18,0.4,512,112
IN,Lafayette,18,0.4,356,75
LA,Lafayette,18,0.4,860,184
LA,Lake Charles,18,0.4,379,81
FL,Lakeland,18,0.4,585,128
PA,Lancaster,18,0.4,966,210
MI,Lansing,18,0.4,1013,217
NV,Las Vegas,18,0.4,3083,661
OK,Lawton,18,0.4,276,59
NH,Lebanon,18,0.4,594,131
KY,Lexington,18,0.4,2162,465
NE,Lincoln,18,0.4,836,181
AR,Little Rock,18,0.4,2217,482
TX,Longview,18,0.4,294,64
CA,Los Angeles,18,0.4,14057,2969
KY,Louisville,18,0.4,2514,542
TX,Lubbock,18,0.4,979,208
VA,Lynchburg,18,0.4,400,88
GA,Macon,18,0.4,1031,222
WI,Madison,18,0.4,1602,343
NH,Manchester,18,0.4,1299,281
NY,Manhattan,18,0.4,7494,1595
MI,Marquette,18,0.4,296,65
WI,Marshfield,18,0.4,547,121
IA,Mason City,18,0.4,188,42
TX,McAllen,18,0.4,865,182
OR,Medford,18,0.4,659,148
IL,Melrose Park,18,0.4,1857,396
TN,Memphis,18,0.4,2461,526
MS,Meridian,18,0.4,271,59
AZ,Mesa,18,0.4,2052,440
LA,Metairie,18,0.4,668,145
FL,Miami,18,0.4,4964,1067
WI,Milwaukee,18,0.4,3750,802
MN,Minneapolis,18,0.4,4642,995
ND,Minot,18,0.4,202,43
MT,Missoula,18,0.4,582,128
AL,Mobile,18,0.4,1184,257
CA,Modesto,18,0.4,1224,261
LA,Monroe,18,0.4,372,80
AL,Montgomery,18,0.4,652,140
WV,Morgantown,18,0.4,601,130
NJ,Morristown,18,0.4,1444,311
IN,Muncie,18,0.4,236,51
IN,Munster,18,0.4,434,93
MI,Muskegon,18,0.4,384,84
CA,Napa,18,0.4,405,90
TN,Nashville,18,0.4,4111,878
WI,Neenah,18,0.4,350,76
NJ,New Brunswick,18,0.4,1523,326
CT,New Haven,18,0.4,2146,465
LA,New Orleans,18,0.4,992,210
NJ,Newark,18,0.4,2202,465
VA,Newport News,18,0.4,813,176
VA,Norfolk,18,0.4,1835,390
FL,Ocala,18,0.4,896,214
TX,Odessa,18,0.4,504,106
UT,Ogden,18,0.4,631,132
OK,Oklahoma City,18,0.4,2695,578
WA,Olympia,18,0.4,588,128
NE,Omaha,18,0.4,1831,394
CA,Orange County,18,0.4,4776,1015
FL,Orlando,18,0.4,5763,1263
FL,Ormond Beach,18,0.4,650,149
KY,Owensboro,18,0.4,206,45
MS,Oxford,18,0.4,211,45
KY,Paducah,18,0.4,538,119
CA,Palm Springs/Rancho Mira,18,0.4,583,133
NJ,Paterson,18,0.4,563,121
FL,Pensacola,18,0.4,1160,251
IL,Peoria,18,0.4,863,189
MI,Petoskey,18,0.4,267,60
PA,Philadelphia,18,0.4,6026,1294
AZ,Phoenix,18,0.4,5002,1076
PA,Pittsburgh,18,0.4,4288,942
MI,Pontiac,18,0.4,681,146
ME,Portland,18,0.4,1608,351
OR,Portland,18,0.4,4002,858
RI,Providence,18,0.4,1789,385
UT,Provo,18,0.4,765,158
CO,Pueblo,18,0.4,256,56
NC,Raleigh,18,0.4,2984,631
SD,Rapid City,18,0.4,318,69
PA,Reading,18,0.4,854,186
CA,Redding,18,0.4,510,112
NV,Reno,18,0.4,1107,240
VA,Richmond,18,0.4,2546,546
NJ,Ridgewood,18,0.4,614,132
VA,Roanoke,18,0.4,1047,229
MN,Rochester,18,0.4,588,129
NY,Rochester,18,0.4,1887,408
IL,Rockford,18,0.4,1010,220
GA,Rome,18,0.4,404,88
MI,Royal Oak,18,0.4,1016,221
CA,Sacramento,18,0.4,3764,810
MI,Saginaw,18,0.4,912,203
OR,Salem,18,0.4,464,100
CA,Salinas,18,0.4,544,116
MD,Salisbury,18,0.4,697,156
UT,Salt Lake City,18,0.4,2772,585
TX,San Angelo,18,0.4,230,50
TX,San Antonio,18,0.4,3932,836
CA,San Bernardino,18,0.4,4280,900
CA,San Diego,18,0.4,5376,1139
CA,San Francisco,18,0.4,2298,492
CA,San Jose,18,0.4,2600,549
CA,San Luis Obispo,18,0.4,392,86
CA,San Mateo County,18,0.4,1208,260
CA,Santa Barbara,18,0.4,650,139
CA,Santa Cruz,18,0.4,412,88
CA,Santa Rosa,18,0.4,739,161
FL,Sarasota,18,0.4,749,179
GA,Savannah,18,0.4,1275,275
PA,Sayre,18,0.4,283,63
PA,Scranton,18,0.4,472,105
WA,Seattle,18,0.4,4348,925
LA,Shreveport,18,0.4,968,210
IA,Sioux City,18,0.4,358,78
SD,Sioux Falls,18,0.4,1104,240
LA,Slidell,18,0.4,274,60
IN,South Bend,18,0.4,981,212
SC,Spartanburg,18,0.4,550,120
WA,Spokane,18,0.4,2208,479
AR,Springdale,18,0.4,787,168
IL,Springfield,18,0.4,1174,257
MA,Springfield,18,0.4,1093,237
MO,Springfield,18,0.4,1275,282
MN,St. Cloud,18,0.4,368,79
MI,St. Joseph,18,0.4,204,45
MO,St. Louis,18,0.4,4845,1046
MN,St. Paul,18,0.4,1538,327
FL,St. Petersburg,18,0.4,661,147
CA,Stockton,18,0.4,832,176
AZ,Sun City,18,0.4,479,116
NY,Syracuse,18,0.4,1513,327
WA,Tacoma,18,0.4,1152,245
MD,Takoma Park,18,0.4,1406,296
FL,Tallahassee,18,0.4,1203,257
FL,Tampa,18,0.4,2114,453
TX,Temple,18,0.4,726,152
IN,Terre Haute,18,0.4,255,55
AR,Texarkana,18,0.4,364,79
OH,Toledo,18,0.4,1397,302
KS,Topeka,18,0.4,639,138
MI,Traverse City,18,0.4,357,80
AZ,Tucson,18,0.4,1796,396
OK,Tulsa,18,0.4,1945,420
MS,Tupelo,18,0.4,561,121
AL,Tuscaloosa,18,0.4,387,82
TX,Tyler,18,0.4,804,176
IL,Urbana,18,0.4,655,141
CA,Ventura,18,0.4,1209,259
TX,Victoria,18,0.4,211,46
TX,Waco,18,0.4,482,104
DC,Washington,18,0.4,3913,833
IA,Waterloo,18,0.4,307,67
WI,Wausau,18,0.4,279,62
NY,White Plains,18,0.4,1629,352
TX,Wichita Falls,18,0.4,282,61
KS,Wichita,18,0.4,1737,377
PA,Wilkes-Barre,18,0.4,366,81
DE,Wilmington,18,0.4,1152,247
NC,Wilmington,18,0.4,712,157
VA,Winchester,18,0.4,640,139
NC,Winston-Salem,18,0.4,1650,360
MA,Worcester,18,0.4,1179,253
WA,Yakima,18,0.4,399,85
PA,York,18,0.4,628,137
OH,Youngstown,18,0.4,918,204
OH,Akron,18,0.6,1496,323
CA,Alameda County,18,0.6,3513,743
GA,Albany,18,0.6,427,92
NY,Albany,18,0.6,4057,883
NM,Albuquerque,18,0.6,3659,794
LA,Alexandria,18,0.6,604,131
PA,Allentown,18,0.6,2638,574
PA,Altoona,18,0.6,651,144
TX,Amarillo,18,0.6,900,193
AK,Anchorage,18,0.6,1460,304
MI,Ann Arbor,18,0.6,3024,648
WI,Appleton,18,0.6,696,151
VA,Arlington,18,0.6,5067,1058
NC,Asheville,18,0.6,1552,347
GA,Atlanta,18,0.6,13449,2838
GA,Augusta,18,0.6,1470,317
IL,Aurora,18,0.6,651,136
TX,Austin,18,0.6,4034,840
CA,Bakersfield,18,0.6,2252,471
MD,Baltimore,18,0.6,5464,1172
ME,Bangor,18,0.6,886,196
LA,Baton Rouge,18,0.6,2008,426
TX,Beaumont,18,0.6,971,209
OR,Bend,18,0.6,529,117
MT,Billings,18,0.6,1302,282
NY,Binghamton,18,0.6,792,174
AL,Birmingham,18,0.6,4850,1050
ND,Bismarck,18,0.6,501,109
IL,Bloomington,18,0.6,431,91
IL,Blue Island,18,0.6,1829,395
ID,Boise,18,0.6,1905,410
MA,Boston,18,0.6,10937,2354
CO,Boulder,18,0.6,715,151
FL,Bradenton,18,0.6,763,174
CT,Bridgeport,18,0.6,1463,314
NY,Bronx,18,0.6,2924,616
TX,Bryan,18,0.6,612,128
NY,Buffalo,18,0.6,2993,651
VT,Burlington,18,0.6,1424,307
NJ,Camden,18,0.6,6080,1328
OH,Canton,18,0.6,1369,300
MO,Cape Girardeau,18,0.6,559,122
WY,Casper,18,0.6,418,91
IA,Cedar Rapids,18,0.6,642,139
SC,Charleston,18,0.6,2509,546
WV,Charleston,18,0.6,1804,398
NC,Charlotte,18,0.6,5455,1161
VA,Charlottesville,18,0.6,1309,284
TN,Chattanooga,18,0.6,1557,339
IL,Chicago,18,0.6,5448,1143
CA,Chico,18,0.6,661,145
OH,Cincinnati,18,0.6,3510,754
FL,Clearwater,18,0.6,1241,282
OH,Cleveland,18,0.6,4411,963
CO,Colorado Springs,18,0.6,1817,388
MO,Columbia,18,0.6,1526,331
SC,Columbia,18,0.6,2653,571
GA,Columbus,18,0.6,756,161
OH,Columbus,18,0.6,6509,1392
CA,Contra Costa County,18,0.6,2290,491
TX,Corpus Christi,18,0.6,1193,256
KY,Covington,18,0.6,881,188
TX,Dallas,18,0.6,10434,2188
PA,Danville,18,0.6,1317,285
IA,Davenport,18,0.6,1047,229
OH,Dayton,18,0.6,2266,493
MI,Dearborn,18,0.6,1042,225
CO,Denver,18,0.6,6370,1344
IA,Des Moines,18,0.6,2365,509
MI,Detroit,18,0.6,3576,769
AL,Dothan,18,0.6,800,175
IA,Dubuque,18,0.6,347,76
MN,Duluth,18,0.6,759,167
NC,Durham,18,0.6,2998,649
NY,East Long Island,18,0.6,10376,2237
TX,El Paso,18,0.6,2261,481
IL,Elgin,18,0.6,1638,347
NY,Elmira,18,0.6,704,154
OH,Elyria,18,0.6,551,120
PA,Erie,18,0.6,1552,341
OR,Eugene,18,0.6,1671,367
IL,Evanston,18,0.6,1966,431
IN,Evansville,18,0.6,1454,317
WA,Everett,18,0.6,1474,317
ND,Fargo/Moorhead MN,18,0.6,1183,257
MI,Flint,18,0.6,1168,253
SC,Florence,18,0.6,791,173
CO,Fort Collins,18,0.6,772,163
FL,Fort Lauderdale,18,0.6,6707,1493
FL,Fort Myers,18,0.6,3137,728
AR,Fort Smith,18,0.6,776,170
IN,Fort Wayne,18,0.6,1778,385
TX,Fort Worth,18,0.6,4717,994
CA,Fresno,18,0.6,2457,519
FL,Gainesville,18,0.6,1270,276
IN,Gary,18,0.6,1072,232
ND,Grand Forks,18,0.6,354,76
CO,Grand Junction,18,0.6,741,161
MI,Grand Rapids,18,0.6,2527,541
MT,Great Falls,18,0.6,316,69
CO,Greeley,18,0.6,798,171
WI,Green Bay,18,0.6,1108,242
NC,Greensboro,18,0.6,1378,297
NC,Greenville,18,0.6,1853,400
SC,Greenville,18,0.6,2033,441
MS,Gulfport,18,0.6,431,92
NJ,Hackensack,18,0.6,2847,612
TX,Harlingen,18,0.6,1132,242
PA,Harrisburg,18,0.6,2273,496
CT,Hartford,18,0.6,3269,708
MS,Hattiesburg,18,0.6,653,140
NC,Hickory,18,0.6,632,138
IL,Hinsdale,18,0.6,1040,222
HI,Honolulu,18,0.6,3056,665
LA,Houma,18,0.6,558,119
TX,Houston,18,0.6,14035,2938
FL,Hudson,18,0.6,1010,232
WV,Huntington,18,0.6,763,167
AL,Huntsville,18,0.6,1378,297
ID,Idaho Falls,18,0.6,456,97
IN,Indianapolis,18,0.6,6086,1302
IA,Iowa City,18,0.6,758,163
MS,Jackson,18,0.6,2154,463
TN,Jackson,18,0.6,707,155
FL,Jacksonville,18,0.6,3637,781
TN,Johnson City,18,0.6,647,141
PA,Johnstown,18,0.6,479,107
IL,Joliet,18,0.6,1393,297
AR,Jonesboro,18,0.6,509,110
MO,Joplin,18,0.6,780,171
MI,Kalamazoo,18,0.6,1419,307
MO,Kansas City,18,0.6,5284,1132
OH,Kettering,18,0.6,919,200
TN,Kingsport,18,0.6,1048,232
TN,Knoxville,18,0.6,3057,669
WI,La Crosse,18,0.6,768,167
IN,Lafayette,18,0.6,534,113
LA,Lafayette,18,0.6,1290,275
LA,Lake Charles,18,0.6,569,122
FL,Lakeland,18,0.6,877,192
PA,Lancaster,18,0.6,1450,315
MI,Lansing,18,0.6,1519,325
NV,Las Vegas,18,0.6,4624,992
OK,Lawton,18,0.6,414,89
NH,Lebanon,18,0.6,891,197
KY,Lexington,18,0.6,3243,698
NE,Lincoln,18,0.6,1254,271
AR,Little Rock,18,0.6,3326,723
TX,Longview,18,0.6,441,96
CA,Los Angeles,18,0.6,21086,4454
KY,Louisville,18,0.6,3771,812
TX,Lubbock,18,0.6,1468,311
VA,Lynchburg,18,0.6,600,132
GA,Macon,18,0.6,1547,333
WI,Madison,18,0.6,2403,515
NH,Manchester,18,0.6,1949,421
NY,Manhattan,18,0.6,11242,2392
MI,Marquette,18,0.6,444,98
WI,Marshfield,18,0.6,820,181
IA,Mason City,18,0.6,282,63
TX,McAllen,18,0.6,1298,273
OR,Medford,18,0.6,989,222
IL,Melrose Park,18,0.6,2786,595
TN,Memphis,18,0.6,3691,788
MS,Meridian,18,0.6,407,89
AZ,Mesa,18,0.6,3078,660
LA,Metairie,18,0.6,1002,217
FL,Miami,18,0.6,7446,1601
WI,Milwaukee,18,0.6,5624,1203
MN,Minneapolis,18,0.6,6963,1492
ND,Minot,18,0.6,303,64
MT,Missoula,18,0.6,873,192
AL,Mobile,18,0.6,1776,385
CA,Modesto,18,0.6,1836,391
LA,Monroe,18,0.6,558,121
AL,Montgomery,18,0.6,979,210
WV,Morgantown,18,0.6,901,196
NJ,Morristown,18,0.6,2166,467
IN,Muncie,18,0.6,353,77
IN,Munster,18,0.6,650,140
MI,Muskegon,18,0.6,576,126
CA,Napa,18,0.6,608,134
TN,Nashville,18,0.6,6166,1317
WI,Neenah,18,0.6,525,114
NJ,New Brunswick,18,0.6,2285,488
CT,New Haven,18,0.6,3220,698
LA,New Orleans,18,0.6,1488,315
NJ,Newark,18,0.6,3302,697
VA,Newport News,18,0.6,1220,263
VA,Norfolk,18,0.6,2752,584
FL,Ocala,18,0.6,1344,321
TX,Odessa,18,0.6,757,159
UT,Ogden,18,0.6,947,198
OK,Oklahoma City,18,0.6,4042,867
WA,Olympia,18,0.6,881,193
NE,Omaha,18,0.6,2747,591
CA,Orange County,18,0.6,7164,1522
FL,Orlando,18,0.6,8644,1895
FL,Ormond Beach,18,0.6,975,224
KY,Owensboro,18,0.6,309,67
MS,Oxford,18,0.6,317,68
KY,Paducah,18,0.6,807,178
CA,Palm Springs/Rancho Mira,18,0.6,875,200
NJ,Paterson,18,0.6,845,182
FL,Pensacola,18,0.6,1740,377
IL,Peoria,18,0.6,1294,283
MI,Petoskey,18,0.6,400,89
PA,Philadelphia,18,0.6,9039,1941
AZ,Phoenix,18,0.6,7503,1614
PA,Pittsburgh,18,0.6,6431,1413
MI,Pontiac,18,0.6,1022,219
ME,Portland,18,0.6,2413,527
OR,Portland,18,0.6,6003,1286
RI,Providence,18,0.6,2684,578
UT,Provo,18,0.6,1148,237
CO,Pueblo,18,0.6,384,84
NC,Raleigh,18,0.6,4476,947
SD,Rapid City,18,0.6,477,104
PA,Reading,18,0.6,1281,279
CA,Redding,18,0.6,764,168
NV,Reno,18,0.6,1660,361
VA,Richmond,18,0.6,3819,819
NJ,Ridgewood,18,0.6,921,198
VA,Roanoke,18,0.6,1570,344
MN,Rochester,18,0.6,883,193
NY,Rochester,18,0.6,2831,613
IL,Rockford,18,0.6,1515,329
GA,Rome,18,0.6,607,131
MI,Royal Oak,18,0.6,1524,331
CA,Sacramento,18,0.6,5646,1215
MI,Saginaw,18,0.6,1368,304
OR,Salem,18,0.6,695,150
CA,Salinas,18,0.6,816,173
MD,Salisbury,18,0.6,1045,234
UT,Salt Lake City,18,0.6,4157,878
TX,San Angelo,18,0.6,345,75
TX,San Antonio,18,0.6,5898,1253
CA,San Bernardino,18,0.6,6420,1349
CA,San Diego,18,0.6,8065,1708
CA,San Francisco,18,0.6,3447,738
CA,San Jose,18,0.6,3901,824
CA,San Luis Obispo,18,0.6,588,128
CA,San Mateo County,18,0.6,1812,389
CA,Santa Barbara,18,0.6,975,209
CA,Santa Cruz,18,0.6,618,131
CA,Santa Rosa,18,0.6,1108,242
FL,Sarasota,18,0.6,1124,269
GA,Savannah,18,0.6,1913,413
PA,Sayre,18,0.6,425,94
PA,Scranton,18,0.6,708,157
WA,Seattle,18,0.6,6522,1388
LA,Shreveport,18,0.6,1451,314
IA,Sioux City,18,0.6,536,117
SD,Sioux Falls,18,0.6,1656,360
LA,Slidell,18,0.6,411,90
IN,South Bend,18,0.6,1471,318
SC,Spartanburg,18,0.6,826,180
WA,Spokane,18,0.6,3312,718
AR,Springdale,18,0.6,1181,252
IL,Springfield,18,0.6,1761,386
MA,Springfield,18,0.6,1640,355
MO,Springfield,18,0.6,1913,422
MN,St. Cloud,18,0.6,551,118
MI,St. Joseph,18,0.6,306,67
MO,St. Louis,18,0.6,7268,1569
MN,St. Paul,18,0.6,2307,491
FL,St. Petersburg,18,0.6,992,220
CA,Stockton,18,0.6,1248,264
AZ,Sun City,18,0.6,718,173
NY,Syracuse,18,0.6,2270,490
WA,Tacoma,18,0.6,1727,367
MD,Takoma Park,18,0.6,2109,444
FL,Tallahassee,18,0.6,1805,385
FL,Tampa,18,0.6,3171,679
TX,Temple,18,0.6,1090,228
IN,Terre Haute,18,0.6,383,83
AR,Texarkana,18,0.6,546,119
OH,Toledo,18,0.6,2096,453
KS,Topeka,18,0.6,959,206
MI,Traverse City,18,0.6,535,120
AZ,Tucson,18,0.6,2694,594
OK,Tulsa,18,0.6,2918,630
MS,Tupelo,18,0.6,841,181
AL,Tuscaloosa,18,0.6,580,124
TX,Tyler,18,0.6,1206,264
IL,Urbana,18,0.6,982,211
CA,Ventura,18,0.6,1814,389
TX,Victoria,18,0.6,317,69
TX,Waco,18,0.6,722,156
DC,Washington,18,0.6,5870,1249
IA,Waterloo,18,0.6,461,100
WI,Wausau,18,0.6,418,92
NY,White Plains,18,0.6,2444,527
TX,Wichita Falls,18,0.6,423,92
KS,Wichita,18,0.6,2605,565
PA,Wilkes-Barre,18,0.6,549,121
DE,Wilmington,18,0.6,1728,371
NC,Wilmington,18,0.6,1068,235
VA,Winchester,18,0.6,960,209
NC,Winston-Salem,18,0.6,2475,540
MA,Worcester,18,0.6,1768,379
WA,Yakima,18,0.6,598,128
PA,York,18,0.6,942,205
OH,Youngstown,18,0.6,1377,306
